,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
97,f4OdfiwU6NcajKLuI7UyLA,sizzle-mongolian-bbq-rocklin,Sizzle Mongolian BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/7RBI6lElBoHajXCEQOr01w/o.jpg,False,https://www.yelp.com/biz/sizzle-mongolian-bbq-rocklin?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,472,"[{'alias': 'mongolian', 'title': 'Mongolian'}]",4.0,"{'latitude': 38.81097, 'longitude': -121.28476}",[],$$,"{'address1': '1230 Sunset Blvd', 'address2': 'Ste 100', 'address3': '', 'city': 'Rocklin', 'zip_code': '95677', 'country': 'US', 'state': 'CA', 'display_address': ['1230 Sunset Blvd', 'Ste 100', 'Rocklin, CA 95677']}",+19162591407,(916) 259-1407,6199.275613888988
98,3a0xPPKg4gvHcE4Mqw-IBg,vegan-plate-roseville,Vegan Plate,https://s3-media1.fl.yelpcdn.com/bphoto/QC_aI5W2WYDudCfYnSFFDw/o.jpg,False,https://www.yelp.com/biz/vegan-plate-roseville?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,262,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 38.74517, 'longitude': -121.25972}",['delivery'],$$,"{'address1': '1821 Douglas Blvd', 'address2': 'Ste C-5', 'address3': '', 'city': 'Roseville', 'zip_code': '95661', 'country': 'US', 'state': 'CA', 'display_address': ['1821 Douglas Blvd', 'Ste C-5', 'Roseville, CA 95661']}",+19169537033,(916) 953-7033,1674.4587895607222
99,YD15jZcWh-Mv8-o9-UdOcA,boneshaker-public-house-rocklin-2,Boneshaker Public House,https://s3-media4.fl.yelpcdn.com/bphoto/XsvHxcjfq1mhpINKWXxcYA/o.jpg,False,https://www.yelp.com/biz/boneshaker-public-house-rocklin-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,478,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,"{'latitude': 38.8044442928764, 'longitude': -121.274386924025}",['delivery'],$$,"{'address1': '2168 Sunset Blvd', 'address2': 'Ste 104', 'address3': '', 'city': 'Rocklin', 'zip_code': '95765', 'country': 'US', 'state': 'CA', 'display_address': ['2168 Sunset Blvd', 'Ste 104', 'Rocklin, CA 95765']}",+19167551476,(916) 755-1476,5393.615422424872
100,WCxP1TN0NM0LMwJgvs4iXQ,the-dinner-detective-sacramento,The Dinner Detective,,False,https://www.yelp.com/biz/the-dinner-detective-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,3,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}, {'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",3.5,"{'latitude': 38.58171, 'longitude': -121.49097}",[],,"{'address1': '815 11th St', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['815 11th St', 'Sacramento, CA 95814']}",+18664960535,(866) 496-0535,6969.230332423003
101,TWVnvhTFJJZwik0QCWDQmg,capitol-deli-sacramento,Capitol Deli,https://s3-media1.fl.yelpcdn.com/bphoto/Cq2Ce0OhuFeDrJiQHgsEAg/o.jpg,False,https://www.yelp.com/biz/capitol-deli-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,70,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 38.578441619873, 'longitude': -121.496978759766}",['delivery'],$,"{'address1': '1225 8th St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['1225 8th St', 'Sacramento, CA 95814']}",+19165543377,(916) 554-3377,7167.066642536205
102,-5qOuEi805xdFVNXGS-t8A,red-runner-pizza-sacramento,Red Runner Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/BbEOHsShPJ_GqXhxKZYCOg/o.jpg,False,https://www.yelp.com/biz/red-runner-pizza-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,99,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 38.6106824822277, 'longitude': -121.414967044427}","['pickup', 'delivery']",$,"{'address1': '2210 El Camino Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95821', 'country': 'US', 'state': 'CA', 'display_address': ['2210 El Camino Ave', 'Sacramento, CA 95821']}",+19169223122,(916) 922-3122,9483.927574167286
103,TnEpzcxQWYgf1qeL9Bdx2w,daisy-s-taquería-sacramento,Daisy’s Taquería,https://s3-media1.fl.yelpcdn.com/bphoto/sP1a5qYbDimcv1bxAAhv2Q/o.jpg,False,https://www.yelp.com/biz/daisy-s-taquer%C3%ADa-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,2,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 38.5954283384, 'longitude': -121.488932777}",[],,"{'address1': '851 Richards Blvd', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95811', 'country': 'US', 'state': 'CA', 'display_address': ['851 Richards Blvd', 'Sacramento, CA 95811']}",+19167068472,(916) 706-8472,5620.973605775818
104,UZtcZy4zyxT6otNcndE9jQ,papa-murphys-sacramento-23,Papa Murphy's,https://s3-media2.fl.yelpcdn.com/bphoto/3XTJeUrP1PZzFGxcyMYyBA/o.jpg,False,https://www.yelp.com/biz/papa-murphys-sacramento-23?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,44,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 38.65677, 'longitude': -121.52245}",['delivery'],$$,"{'address1': '2701 Del Paso Road', 'address2': '150', 'address3': '', 'city': 'Sacramento', 'zip_code': '95835', 'country': 'US', 'state': 'CA', 'display_address': ['2701 Del Paso Road', '150', 'Sacramento, CA 95835']}",+19164197272,(916) 419-7272,1813.8812848272623
105,u7UNeMXjRHP8k38dKqq4IA,ambrosia-cafe-and-catering-sacramento,Ambrosia Cafe & Catering,https://s3-media2.fl.yelpcdn.com/bphoto/k5PiNlTrjkMIN2DzU38QTA/o.jpg,False,https://www.yelp.com/biz/ambrosia-cafe-and-catering-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,278,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.5,"{'latitude': 38.578684, 'longitude': -121.492906}",['delivery'],$$,"{'address1': '1030 K St', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['1030 K St', 'Sacramento, CA 95814']}",+19164448129,(916) 444-8129,7235.435620626389
106,s2kZiiB5yx7FevCsfuAmFA,bento-box-sacramento-4,Bento Box,https://s3-media1.fl.yelpcdn.com/bphoto/USqJxDKxdvy9zQAMk8iSgA/o.jpg,False,https://www.yelp.com/biz/bento-box-sacramento-4?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,393,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 38.5542937, 'longitude': -121.4279933}",['delivery'],$$,"{'address1': '1420 65th St', 'address2': 'Ste 100', 'address3': '', 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['1420 65th St', 'Ste 100', 'Sacramento, CA 95819']}",+19164004829,(916) 400-4829,12391.13179927713
107,84ircZpMoB_mcPNMU6LP3w,old-soul-capitol-mall-sacramento-20,Old Soul Capitol Mall,https://s3-media4.fl.yelpcdn.com/bphoto/XgrIG13qjEK9jaOVcTDkAQ/o.jpg,False,https://www.yelp.com/biz/old-soul-capitol-mall-sacramento-20?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,93,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 38.57916, 'longitude': -121.50061}",['delivery'],$$,"{'address1': '555 Capitol Mall', 'address2': 'Ste 140', 'address3': None, 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['555 Capitol Mall', 'Ste 140', 'Sacramento, CA 95814']}",+19168901555,(916) 890-1555,7004.113017839403
108,Rfz9NmIavBWnLhIEO4JhFg,la-terraza-mexican-restaurant-sacramento,La Terraza Mexican Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/SSNkVSZihDsEtW4d4wQEtA/o.jpg,False,https://www.yelp.com/biz/la-terraza-mexican-restaurant-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,623,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",2.5,"{'latitude': 38.5823637, 'longitude': -121.5042911}","['pickup', 'delivery']",$$,"{'address1': '1027 2nd St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['1027 2nd St', 'Sacramento, CA 95814']}",+19164400874,(916) 440-0874,6619.790245975419
109,bhfNaFb6Bqhz6E8hWhthXQ,creative-catering-sacramento-4,Creative Catering,https://s3-media2.fl.yelpcdn.com/bphoto/wHeHLthdWA_fdQZJYRG2HQ/o.jpg,False,https://www.yelp.com/biz/creative-catering-sacramento-4?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,3,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",5.0,"{'latitude': 38.58111, 'longitude': -121.48361}",[],,"{'address1': '701 16th St', 'address2': 'Ste 130', 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['701 16th St', 'Ste 130', 'Sacramento, CA 95814']}",+15308484666,(530) 848-4666,7262.4964109243465
110,5VhtW_fkjccFBB_GTFvinA,carolinas-mexican-food-sacramento-2,Carolina's Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/wPhDTbvx_7sgupQ8XsYRbw/o.jpg,False,https://www.yelp.com/biz/carolinas-mexican-food-sacramento-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,82,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 38.58034, 'longitude': -121.49454}",['delivery'],$,"{'address1': '906 J St', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['906 J St', 'Sacramento, CA 95814']}",+19163464006,(916) 346-4006,7019.871024617665
111,rAwZbPtEe2CQksEPnttl9Q,miyako-teriyaki-sacramento,Miyako Teriyaki,https://s3-media2.fl.yelpcdn.com/bphoto/3sMdfJzaTBYDtC0XJ1aWnA/o.jpg,False,https://www.yelp.com/biz/miyako-teriyaki-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,114,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 38.53412, 'longitude': -121.49376}",['delivery'],$,"{'address1': '4585 Freeport Blvd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95822', 'country': 'US', 'state': 'CA', 'display_address': ['4585 Freeport Blvd', 'Sacramento, CA 95822']}",+19167362723,(916) 736-2723,12051.094588337073
112,88l46kDJowxExlKjs2ZjtA,applebees-grill-bar-sacramento-4,Applebee's Grill + Bar,https://s3-media3.fl.yelpcdn.com/bphoto/uSYoHifaAvZK1qQHVSl4fA/o.jpg,False,https://www.yelp.com/biz/applebees-grill-bar-sacramento-4?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,349,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"{'latitude': 38.59578, 'longitude': -121.4187873}",['delivery'],$$,"{'address1': '2024 Arden Way', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95825', 'country': 'US', 'state': 'CA', 'display_address': ['2024 Arden Way', 'Sacramento, CA 95825']}",+19165645296,(916) 564-5296,9904.068222160686
113,USiNS4DSB4ibId_9vww7oA,wienerschnitzel-sacramento-9,Wienerschnitzel,https://s3-media3.fl.yelpcdn.com/bphoto/HVvYF35SthO99LipkgUP9A/o.jpg,False,https://www.yelp.com/biz/wienerschnitzel-sacramento-9?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,25,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,"{'latitude': 38.6546560295772, 'longitude': -121.528234727489}",['delivery'],$,"{'address1': '2961 Advantage Way', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95834', 'country': 'US', 'state': 'CA', 'display_address': ['2961 Advantage Way', 'Sacramento, CA 95834']}",+19164194545,(916) 419-4545,1806.945304975246
114,12GdhsDHv9Yd9gEjvFShKg,iron-grill-sacramento,Iron Grill,https://s3-media2.fl.yelpcdn.com/bphoto/axuzkW01RYeVE2vE5SWkXw/o.jpg,False,https://www.yelp.com/biz/iron-grill-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,806,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 38.563005, 'longitude': -121.496449}",['delivery'],$$,"{'address1': '2422 13th St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95818', 'country': 'US', 'state': 'CA', 'display_address': ['2422 13th St', 'Sacramento, CA 95818']}",+19167375115,(916) 737-5115,8847.900366330845
115,gFLE7-c5lohNaG3KO48HbA,frosty-usa-rio-linda,Frosty USA,,False,https://www.yelp.com/biz/frosty-usa-rio-linda?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,2,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.0,"{'latitude': 38.6907806396484, 'longitude': -121.457366943359}",[],$$,"{'address1': '6749 Rio Linda Blvd', 'address2': '', 'address3': '', 'city': 'Rio Linda', 'zip_code': '95673', 'country': 'US', 'state': 'CA', 'display_address': ['6749 Rio Linda Blvd', 'Rio Linda, CA 95673']}",+19169926801,(916) 992-6801,7604.54575764714
116,RB-Nf44lA3WObyiwN8u2Hw,tiferet-coffee-house-sacramento-8,Tiferet Coffee House,https://s3-media2.fl.yelpcdn.com/bphoto/ChmeWKzMDghW7g2ph6HYpA/o.jpg,False,https://www.yelp.com/biz/tiferet-coffee-house-sacramento-8?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,4,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 38.5703073525325, 'longitude': -121.453513333333}",['delivery'],,"{'address1': '3939 J St', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['3939 J St', 'Sacramento, CA 95819']}",+19163219321,(916) 321-9321,9601.426301312897
117,CD5RZRiAJO5cWLOyXMJvUw,dominos-pizza-sacramento-17,Domino's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/HKzKzXj-BmRGzzvlHKlwew/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-sacramento-17?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,115,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.0,"{'latitude': 38.6514269166317, 'longitude': -121.503277122974}",[],$,"{'address1': '4401 Gateway Park Blvd', 'address2': 'Ste 120', 'address3': '', 'city': 'Sacramento', 'zip_code': '95834', 'country': 'US', 'state': 'CA', 'display_address': ['4401 Gateway Park Blvd', 'Ste 120', 'Sacramento, CA 95834']}",+19162464100,(916) 246-4100,1667.2944506924973
118,ms82hbmgN5sFqkOBoxLnSA,goldfield-trading-post-sacramento-2,Goldfield Trading Post,https://s3-media4.fl.yelpcdn.com/bphoto/k8ECRvPjxwcTDv1XHgzAAw/o.jpg,False,https://www.yelp.com/biz/goldfield-trading-post-sacramento-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,233,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",3.0,"{'latitude': 38.577694, 'longitude': -121.4841388}",['delivery'],$$,"{'address1': '1630 J St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['1630 J St', 'Sacramento, CA 95814']}",+19164765076,(916) 476-5076,7593.55782728223
119,Z8qbTG15tyUGp4kedPy57Q,arby-s-sacramento,Arby’s,https://s3-media2.fl.yelpcdn.com/bphoto/anKehsXhAOdQn8ZRTVdb0A/o.jpg,False,https://www.yelp.com/biz/arby-s-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,51,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 38.595728, 'longitude': -121.413606}",[],$,"{'address1': '2238 Arden Way', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95825', 'country': 'US', 'state': 'CA', 'display_address': ['2238 Arden Way', 'Sacramento, CA 95825']}",+19169203480,(916) 920-3480,10297.351773933682
120,_ioWOnn2hz8PnQ203VwsDQ,little-caesars-pizza-sacramento-16,Little Caesar's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/hyuRo-ELl-5tX4MWKdPv0g/o.jpg,False,https://www.yelp.com/biz/little-caesars-pizza-sacramento-16?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,37,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,"{'latitude': 38.6128328, 'longitude': -121.4977858}",[],$,"{'address1': '1583 W El Camino Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95833', 'country': 'US', 'state': 'CA', 'display_address': ['1583 W El Camino Ave', 'Sacramento, CA 95833']}",+19169233599,(916) 923-3599,3546.660772989526
121,pSfB4ojzJPeTG34PlNiSTA,culinary-café-sacramento-3,Culinary Café,https://s3-media2.fl.yelpcdn.com/bphoto/qPH6rhB501LTZNjgVvZbvA/o.jpg,False,https://www.yelp.com/biz/culinary-caf%C3%A9-sacramento-3?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,"{'latitude': 38.602794, 'longitude': -121.418647}",[],,"{'address1': '2040 Ethan Way', 'address2': None, 'address3': 'Palmiter Jr/Sr High School', 'city': 'Sacramento', 'zip_code': '95825', 'country': 'US', 'state': 'CA', 'display_address': ['2040 Ethan Way', 'Palmiter Jr/Sr High School', 'Sacramento, CA 95825']}",+19162282039,(916) 228-2039,9469.76378137422
122,j2QAo6Jwidjo0Sb870grvQ,ikea-restaurant-west-sacramento,IKEA Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/BVuWLgptdmy5cr_84dRBlg/o.jpg,False,https://www.yelp.com/biz/ikea-restaurant-west-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,207,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]",3.5,"{'latitude': 38.58884, 'longitude': -121.55247}",[],$,"{'address1': '700 Ikea Ct', 'address2': 'Fl 2', 'address3': '', 'city': 'West Sacramento', 'zip_code': '95605', 'country': 'US', 'state': 'CA', 'display_address': ['700 Ikea Ct', 'Fl 2', 'West Sacramento, CA 95605']}",+19163714532,(916) 371-4532,6825.424287891297
123,NwVRVLaXfImKD7h2Rysm6Q,fanny-anns-saloon-sacramento,Fanny Ann's Saloon,https://s3-media3.fl.yelpcdn.com/bphoto/qfjIbx8gA7yPIFMMPBLneA/o.jpg,False,https://www.yelp.com/biz/fanny-anns-saloon-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,600,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 38.58231, 'longitude': -121.5042}","['pickup', 'delivery']",$$,"{'address1': '1023 2nd St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['1023 2nd St', 'Sacramento, CA 95814']}",+19164410505,(916) 441-0505,6615.8044650632155
124,fltuBnChRrEBsRR_YmSONg,betos-taqueria-sacramento,Beto's Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/RCmrM3r3QDb8LAvrJ9F4uA/o.jpg,False,https://www.yelp.com/biz/betos-taqueria-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,75,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 38.61083, 'longitude': -121.45645}","['pickup', 'delivery']",$,"{'address1': '480 El Camino Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95815', 'country': 'US', 'state': 'CA', 'display_address': ['480 El Camino Ave', 'Sacramento, CA 95815']}",+19169222581,(916) 922-2581,6224.662617316045
125,ixv1Hi-bHAV6c9yFDN_vDw,epicure-sacramento,Epicure,https://s3-media3.fl.yelpcdn.com/bphoto/qm72_ORON5frmM6UxC_YFQ/o.jpg,False,https://www.yelp.com/biz/epicure-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,10,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.559241, 'longitude': -121.422397}",[],$$,"{'address1': '6000 J St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['6000 J St', 'Sacramento, CA 95819']}",+19162786100,(916) 278-6100,12255.761761201178
126,4TNpNpU5Oj0pCCLQLJARLg,the-gateway-bar-sacramento,The Gateway Bar,https://s3-media2.fl.yelpcdn.com/bphoto/ljYWss8AMQ2vy89BGKhPHA/o.jpg,False,https://www.yelp.com/biz/the-gateway-bar-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,72,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'latitude': 38.6920941948852, 'longitude': -121.591425674591}",[],$$,"{'address1': '6900 Airport Blvd', 'address2': '', 'address3': 'Terminal B', 'city': 'Sacramento', 'zip_code': '95837', 'country': 'US', 'state': 'CA', 'display_address': ['6900 Airport Blvd', 'Terminal B', 'Sacramento, CA 95837']}",+19169295411,(916) 929-5411,8604.938403711709
127,5noe4rJJScMic0KKjeRREg,flying-wok-sacramento,Flying Wok,https://s3-media4.fl.yelpcdn.com/bphoto/yACegwDoJTaShgV_9fYZSQ/o.jpg,False,https://www.yelp.com/biz/flying-wok-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,83,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 38.5443851529932, 'longitude': -121.408038515189}",['delivery'],$,"{'address1': '3311 Power Inn Rd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95826', 'country': 'US', 'state': 'CA', 'display_address': ['3311 Power Inn Rd', 'Sacramento, CA 95826']}",+19167318851,(916) 731-8851,14319.640966769919
